"Start time UTC","End time UTC","Start time UTC+01:00","End time UTC+01:00","Frequency - real time data"
"2021-03-14 07:37:00","2021-03-14 07:37:00","2021-03-14 08:37:00","2021-03-14 08:37:00","49.968"
"2021-03-14 07:40:00","2021-03-14 07:40:00","2021-03-14 08:40:00","2021-03-14 08:40:00","49.975"
"2021-03-14 07:43:00","2021-03-14 07:43:00","2021-03-14 08:43:00","2021-03-14 08:43:00","49.961"
"2021-03-14 07:46:00","2021-03-14 07:46:00","2021-03-14 08:46:00","2021-03-14 08:46:00","49.988"
"2021-03-14 07:49:00","2021-03-14 07:49:00","2021-03-14 08:49:00","2021-03-14 08:49:00","50.011"
"2021-03-14 07:52:00","2021-03-14 07:52:00","2021-03-14 08:52:00","2021-03-14 08:52:00","50.013"
"2021-03-14 07:55:00","2021-03-14 07:55:00","2021-03-14 08:55:00","2021-03-14 08:55:00","49.981"
"2021-03-14 07:58:00","2021-03-14 07:58:00","2021-03-14 08:58:00","2021-03-14 08:58:00","50.0"
"2021-03-14 08:01:00","2021-03-14 08:01:00","2021-03-14 09:01:00","2021-03-14 09:01:00","50.042"
"2021-03-14 08:04:00","2021-03-14 08:04:00","2021-03-14 09:04:00","2021-03-14 09:04:00","50.014"
"2021-03-14 08:07:00","2021-03-14 08:07:00","2021-03-14 09:07:00","2021-03-14 09:07:00","50.006"
"2021-03-14 08:10:00","2021-03-14 08:10:00","2021-03-14 09:10:00","2021-03-14 09:10:00","49.997"
"2021-03-14 08:13:00","2021-03-14 08:13:00","2021-03-14 09:13:00","2021-03-14 09:13:00","50.0"
"2021-03-14 08:16:00","2021-03-14 08:16:00","2021-03-14 09:16:00","2021-03-14 09:16:00","50.017"
"2021-03-14 08:19:00","2021-03-14 08:19:00","2021-03-14 09:19:00","2021-03-14 09:19:00","49.979"
"2021-03-14 08:22:00","2021-03-14 08:22:00","2021-03-14 09:22:00","2021-03-14 09:22:00","49.978"
"2021-03-14 08:25:00","2021-03-14 08:25:00","2021-03-14 09:25:00","2021-03-14 09:25:00","49.982"
"2021-03-14 08:28:00","2021-03-14 08:28:00","2021-03-14 09:28:00","2021-03-14 09:28:00","49.964"
"2021-03-14 08:31:00","2021-03-14 08:31:00","2021-03-14 09:31:00","2021-03-14 09:31:00","50.016"
"2021-03-14 08:34:00","2021-03-14 08:34:00","2021-03-14 09:34:00","2021-03-14 09:34:00","50.021"
"2021-03-14 08:37:00","2021-03-14 08:37:00","2021-03-14 09:37:00","2021-03-14 09:37:00","49.991"
"2021-03-14 08:40:00","2021-03-14 08:40:00","2021-03-14 09:40:00","2021-03-14 09:40:00","50.002"
"2021-03-14 08:43:00","2021-03-14 08:43:00","2021-03-14 09:43:00","2021-03-14 09:43:00","49.997"
"2021-03-14 08:46:00","2021-03-14 08:46:00","2021-03-14 09:46:00","2021-03-14 09:46:00","49.987"
"2021-03-14 08:49:00","2021-03-14 08:49:00","2021-03-14 09:49:00","2021-03-14 09:49:00","49.995"
"2021-03-14 08:52:00","2021-03-14 08:52:00","2021-03-14 09:52:00","2021-03-14 09:52:00","49.979"
"2021-03-14 08:55:00","2021-03-14 08:55:00","2021-03-14 09:55:00","2021-03-14 09:55:00","50.005"
"2021-03-14 08:58:00","2021-03-14 08:58:00","2021-03-14 09:58:00","2021-03-14 09:58:00","49.994"
"2021-03-14 09:01:00","2021-03-14 09:01:00","2021-03-14 10:01:00","2021-03-14 10:01:00","49.981"
"2021-03-14 09:04:00","2021-03-14 09:04:00","2021-03-14 10:04:00","2021-03-14 10:04:00","49.937"
"2021-03-14 09:07:00","2021-03-14 09:07:00","2021-03-14 10:07:00","2021-03-14 10:07:00","49.902"
"2021-03-14 09:10:00","2021-03-14 09:10:00","2021-03-14 10:10:00","2021-03-14 10:10:00","49.902"
"2021-03-14 09:13:00","2021-03-14 09:13:00","2021-03-14 10:13:00","2021-03-14 10:13:00","49.909"
"2021-03-14 09:16:00","2021-03-14 09:16:00","2021-03-14 10:16:00","2021-03-14 10:16:00","49.925"
"2021-03-14 09:19:00","2021-03-14 09:19:00","2021-03-14 10:19:00","2021-03-14 10:19:00","49.922"
"2021-03-14 09:22:00","2021-03-14 09:22:00","2021-03-14 10:22:00","2021-03-14 10:22:00","49.938"
"2021-03-14 09:25:00","2021-03-14 09:25:00","2021-03-14 10:25:00","2021-03-14 10:25:00","49.945"
"2021-03-14 09:28:00","2021-03-14 09:28:00","2021-03-14 10:28:00","2021-03-14 10:28:00","49.96"
"2021-03-14 09:31:00","2021-03-14 09:31:00","2021-03-14 10:31:00","2021-03-14 10:31:00","50.012"
"2021-03-14 09:34:00","2021-03-14 09:34:00","2021-03-14 10:34:00","2021-03-14 10:34:00","50.026"
"2021-03-14 09:37:00","2021-03-14 09:37:00","2021-03-14 10:37:00","2021-03-14 10:37:00","50.059"
"2021-03-14 09:40:00","2021-03-14 09:40:00","2021-03-14 10:40:00","2021-03-14 10:40:00","50.081"
"2021-03-14 09:43:00","2021-03-14 09:43:00","2021-03-14 10:43:00","2021-03-14 10:43:00","50.103"
"2021-03-14 09:46:00","2021-03-14 09:46:00","2021-03-14 10:46:00","2021-03-14 10:46:00","50.079"
"2021-03-14 09:49:00","2021-03-14 09:49:00","2021-03-14 10:49:00","2021-03-14 10:49:00","50.092"
"2021-03-14 09:52:00","2021-03-14 09:52:00","2021-03-14 10:52:00","2021-03-14 10:52:00","50.101"
"2021-03-14 09:55:00","2021-03-14 09:55:00","2021-03-14 10:55:00","2021-03-14 10:55:00","50.111"
"2021-03-14 09:58:00","2021-03-14 09:58:00","2021-03-14 10:58:00","2021-03-14 10:58:00","50.095"
"2021-03-14 10:01:00","2021-03-14 10:01:00","2021-03-14 11:01:00","2021-03-14 11:01:00","50.046"
"2021-03-14 10:04:00","2021-03-14 10:04:00","2021-03-14 11:04:00","2021-03-14 11:04:00","50.04"
"2021-03-14 10:07:00","2021-03-14 10:07:00","2021-03-14 11:07:00","2021-03-14 11:07:00","50.03"
"2021-03-14 10:10:00","2021-03-14 10:10:00","2021-03-14 11:10:00","2021-03-14 11:10:00","50.039"
"2021-03-14 10:13:00","2021-03-14 10:13:00","2021-03-14 11:13:00","2021-03-14 11:13:00","50.032"
"2021-03-14 10:16:00","2021-03-14 10:16:00","2021-03-14 11:16:00","2021-03-14 11:16:00","50.019"
"2021-03-14 10:19:00","2021-03-14 10:19:00","2021-03-14 11:19:00","2021-03-14 11:19:00","50.034"
"2021-03-14 10:22:00","2021-03-14 10:22:00","2021-03-14 11:22:00","2021-03-14 11:22:00","50.036"
"2021-03-14 10:25:00","2021-03-14 10:25:00","2021-03-14 11:25:00","2021-03-14 11:25:00","50.032"
"2021-03-14 10:28:00","2021-03-14 10:28:00","2021-03-14 11:28:00","2021-03-14 11:28:00","50.019"
"2021-03-14 10:31:00","2021-03-14 10:31:00","2021-03-14 11:31:00","2021-03-14 11:31:00","50.014"
"2021-03-14 10:34:00","2021-03-14 10:34:00","2021-03-14 11:34:00","2021-03-14 11:34:00","50.038"
"2021-03-14 10:37:00","2021-03-14 10:37:00","2021-03-14 11:37:00","2021-03-14 11:37:00","50.051"
"2021-03-14 10:40:00","2021-03-14 10:40:00","2021-03-14 11:40:00","2021-03-14 11:40:00","50.056"
"2021-03-14 10:43:00","2021-03-14 10:43:00","2021-03-14 11:43:00","2021-03-14 11:43:00","50.065"
"2021-03-14 10:46:00","2021-03-14 10:46:00","2021-03-14 11:46:00","2021-03-14 11:46:00","50.075"
"2021-03-14 10:49:00","2021-03-14 10:49:00","2021-03-14 11:49:00","2021-03-14 11:49:00","50.054"
"2021-03-14 10:52:00","2021-03-14 10:52:00","2021-03-14 11:52:00","2021-03-14 11:52:00","50.062"
"2021-03-14 10:55:00","2021-03-14 10:55:00","2021-03-14 11:55:00","2021-03-14 11:55:00","50.092"
"2021-03-14 10:58:00","2021-03-14 10:58:00","2021-03-14 11:58:00","2021-03-14 11:58:00","50.101"
"2021-03-14 11:01:00","2021-03-14 11:01:00","2021-03-14 12:01:00","2021-03-14 12:01:00","50.068"
"2021-03-14 11:04:00","2021-03-14 11:04:00","2021-03-14 12:04:00","2021-03-14 12:04:00","50.043"
"2021-03-14 11:07:00","2021-03-14 11:07:00","2021-03-14 12:07:00","2021-03-14 12:07:00","50.024"
"2021-03-14 11:10:00","2021-03-14 11:10:00","2021-03-14 12:10:00","2021-03-14 12:10:00","50.019"
"2021-03-14 11:13:00","2021-03-14 11:13:00","2021-03-14 12:13:00","2021-03-14 12:13:00","50.034"
"2021-03-14 11:16:00","2021-03-14 11:16:00","2021-03-14 12:16:00","2021-03-14 12:16:00","50.019"
"2021-03-14 11:19:00","2021-03-14 11:19:00","2021-03-14 12:19:00","2021-03-14 12:19:00","50.003"
"2021-03-14 11:22:00","2021-03-14 11:22:00","2021-03-14 12:22:00","2021-03-14 12:22:00","49.969"
"2021-03-14 11:25:00","2021-03-14 11:25:00","2021-03-14 12:25:00","2021-03-14 12:25:00","49.973"
"2021-03-14 11:28:00","2021-03-14 11:28:00","2021-03-14 12:28:00","2021-03-14 12:28:00","49.964"
"2021-03-14 11:31:00","2021-03-14 11:31:00","2021-03-14 12:31:00","2021-03-14 12:31:00","49.982"
"2021-03-14 11:34:00","2021-03-14 11:34:00","2021-03-14 12:34:00","2021-03-14 12:34:00","49.98"
"2021-03-14 11:37:00","2021-03-14 11:37:00","2021-03-14 12:37:00","2021-03-14 12:37:00","49.975"
"2021-03-14 11:40:00","2021-03-14 11:40:00","2021-03-14 12:40:00","2021-03-14 12:40:00","49.974"
"2021-03-14 11:43:00","2021-03-14 11:43:00","2021-03-14 12:43:00","2021-03-14 12:43:00","49.955"
"2021-03-14 11:46:00","2021-03-14 11:46:00","2021-03-14 12:46:00","2021-03-14 12:46:00","49.973"
"2021-03-14 11:49:00","2021-03-14 11:49:00","2021-03-14 12:49:00","2021-03-14 12:49:00","49.983"
"2021-03-14 11:52:00","2021-03-14 11:52:00","2021-03-14 12:52:00","2021-03-14 12:52:00","49.974"
"2021-03-14 11:55:00","2021-03-14 11:55:00","2021-03-14 12:55:00","2021-03-14 12:55:00","49.969"
"2021-03-14 11:58:00","2021-03-14 11:58:00","2021-03-14 12:58:00","2021-03-14 12:58:00","49.952"
"2021-03-14 12:01:00","2021-03-14 12:01:00","2021-03-14 13:01:00","2021-03-14 13:01:00","49.971"
"2021-03-14 12:04:00","2021-03-14 12:04:00","2021-03-14 13:04:00","2021-03-14 13:04:00","49.979"
"2021-03-14 12:07:00","2021-03-14 12:07:00","2021-03-14 13:07:00","2021-03-14 13:07:00","49.986"
"2021-03-14 12:10:00","2021-03-14 12:10:00","2021-03-14 13:10:00","2021-03-14 13:10:00","49.995"
"2021-03-14 12:13:00","2021-03-14 12:13:00","2021-03-14 13:13:00","2021-03-14 13:13:00","50.002"
"2021-03-14 12:16:00","2021-03-14 12:16:00","2021-03-14 13:16:00","2021-03-14 13:16:00","49.993"
"2021-03-14 12:19:00","2021-03-14 12:19:00","2021-03-14 13:19:00","2021-03-14 13:19:00","50.017"
"2021-03-14 12:22:00","2021-03-14 12:22:00","2021-03-14 13:22:00","2021-03-14 13:22:00","49.988"
"2021-03-14 12:25:00","2021-03-14 12:25:00","2021-03-14 13:25:00","2021-03-14 13:25:00","50.021"
"2021-03-14 12:28:00","2021-03-14 12:28:00","2021-03-14 13:28:00","2021-03-14 13:28:00","50.003"
"2021-03-14 12:31:00","2021-03-14 12:31:00","2021-03-14 13:31:00","2021-03-14 13:31:00","50.013"
"2021-03-14 12:34:00","2021-03-14 12:34:00","2021-03-14 13:34:00","2021-03-14 13:34:00","50.027"
"2021-03-14 12:37:00","2021-03-14 12:37:00","2021-03-14 13:37:00","2021-03-14 13:37:00","49.998"
"2021-03-14 12:40:00","2021-03-14 12:40:00","2021-03-14 13:40:00","2021-03-14 13:40:00","49.977"
"2021-03-14 12:43:00","2021-03-14 12:43:00","2021-03-14 13:43:00","2021-03-14 13:43:00","49.974"
"2021-03-14 12:46:00","2021-03-14 12:46:00","2021-03-14 13:46:00","2021-03-14 13:46:00","49.966"
"2021-03-14 12:49:00","2021-03-14 12:49:00","2021-03-14 13:49:00","2021-03-14 13:49:00","49.989"
"2021-03-14 12:52:00","2021-03-14 12:52:00","2021-03-14 13:52:00","2021-03-14 13:52:00","50.019"
"2021-03-14 12:55:00","2021-03-14 12:55:00","2021-03-14 13:55:00","2021-03-14 13:55:00","49.99"
"2021-03-14 12:58:00","2021-03-14 12:58:00","2021-03-14 13:58:00","2021-03-14 13:58:00","49.952"
"2021-03-14 13:01:00","2021-03-14 13:01:00","2021-03-14 14:01:00","2021-03-14 14:01:00","49.944"
"2021-03-14 13:04:00","2021-03-14 13:04:00","2021-03-14 14:04:00","2021-03-14 14:04:00","49.964"
"2021-03-14 13:07:00","2021-03-14 13:07:00","2021-03-14 14:07:00","2021-03-14 14:07:00","49.963"
"2021-03-14 13:10:00","2021-03-14 13:10:00","2021-03-14 14:10:00","2021-03-14 14:10:00","49.965"
"2021-03-14 13:13:00","2021-03-14 13:13:00","2021-03-14 14:13:00","2021-03-14 14:13:00","49.973"
"2021-03-14 13:16:00","2021-03-14 13:16:00","2021-03-14 14:16:00","2021-03-14 14:16:00","49.969"
"2021-03-14 13:19:00","2021-03-14 13:19:00","2021-03-14 14:19:00","2021-03-14 14:19:00","49.972"
"2021-03-14 13:22:00","2021-03-14 13:22:00","2021-03-14 14:22:00","2021-03-14 14:22:00","49.99"
"2021-03-14 13:25:00","2021-03-14 13:25:00","2021-03-14 14:25:00","2021-03-14 14:25:00","49.982"
"2021-03-14 13:28:00","2021-03-14 13:28:00","2021-03-14 14:28:00","2021-03-14 14:28:00","49.982"
"2021-03-14 13:31:00","2021-03-14 13:31:00","2021-03-14 14:31:00","2021-03-14 14:31:00","49.982"
"2021-03-14 13:34:00","2021-03-14 13:34:00","2021-03-14 14:34:00","2021-03-14 14:34:00","49.97"
"2021-03-14 13:37:00","2021-03-14 13:37:00","2021-03-14 14:37:00","2021-03-14 14:37:00","49.956"
"2021-03-14 13:40:00","2021-03-14 13:40:00","2021-03-14 14:40:00","2021-03-14 14:40:00","49.939"
"2021-03-14 13:43:00","2021-03-14 13:43:00","2021-03-14 14:43:00","2021-03-14 14:43:00","49.923"
"2021-03-14 13:46:00","2021-03-14 13:46:00","2021-03-14 14:46:00","2021-03-14 14:46:00","49.911"
"2021-03-14 13:49:00","2021-03-14 13:49:00","2021-03-14 14:49:00","2021-03-14 14:49:00","49.9"
"2021-03-14 13:52:00","2021-03-14 13:52:00","2021-03-14 14:52:00","2021-03-14 14:52:00","49.904"
"2021-03-14 13:55:00","2021-03-14 13:55:00","2021-03-14 14:55:00","2021-03-14 14:55:00","49.888"
"2021-03-14 13:58:00","2021-03-14 13:58:00","2021-03-14 14:58:00","2021-03-14 14:58:00","49.872"
"2021-03-14 14:01:00","2021-03-14 14:01:00","2021-03-14 15:01:00","2021-03-14 15:01:00","49.915"
"2021-03-14 14:04:00","2021-03-14 14:04:00","2021-03-14 15:04:00","2021-03-14 15:04:00","49.959"
"2021-03-14 14:07:00","2021-03-14 14:07:00","2021-03-14 15:07:00","2021-03-14 15:07:00","49.949"
"2021-03-14 14:10:00","2021-03-14 14:10:00","2021-03-14 15:10:00","2021-03-14 15:10:00","49.941"
"2021-03-14 14:13:00","2021-03-14 14:13:00","2021-03-14 15:13:00","2021-03-14 15:13:00","49.971"
"2021-03-14 14:16:00","2021-03-14 14:16:00","2021-03-14 15:16:00","2021-03-14 15:16:00","49.962"
"2021-03-14 14:19:00","2021-03-14 14:19:00","2021-03-14 15:19:00","2021-03-14 15:19:00","49.958"
"2021-03-14 14:22:00","2021-03-14 14:22:00","2021-03-14 15:22:00","2021-03-14 15:22:00","49.945"
"2021-03-14 14:25:00","2021-03-14 14:25:00","2021-03-14 15:25:00","2021-03-14 15:25:00","49.98"
"2021-03-14 14:28:00","2021-03-14 14:28:00","2021-03-14 15:28:00","2021-03-14 15:28:00","49.98"
"2021-03-14 14:31:00","2021-03-14 14:31:00","2021-03-14 15:31:00","2021-03-14 15:31:00","49.997"
"2021-03-14 14:34:00","2021-03-14 14:34:00","2021-03-14 15:34:00","2021-03-14 15:34:00","50.009"
"2021-03-14 14:37:00","2021-03-14 14:37:00","2021-03-14 15:37:00","2021-03-14 15:37:00","50.019"
"2021-03-14 14:40:00","2021-03-14 14:40:00","2021-03-14 15:40:00","2021-03-14 15:40:00","50.007"
"2021-03-14 14:43:00","2021-03-14 14:43:00","2021-03-14 15:43:00","2021-03-14 15:43:00","49.992"
"2021-03-14 14:46:00","2021-03-14 14:46:00","2021-03-14 15:46:00","2021-03-14 15:46:00","49.984"
"2021-03-14 14:49:00","2021-03-14 14:49:00","2021-03-14 15:49:00","2021-03-14 15:49:00","50.007"
"2021-03-14 14:52:00","2021-03-14 14:52:00","2021-03-14 15:52:00","2021-03-14 15:52:00","49.998"
"2021-03-14 14:55:00","2021-03-14 14:55:00","2021-03-14 15:55:00","2021-03-14 15:55:00","49.958"
"2021-03-14 14:58:00","2021-03-14 14:58:00","2021-03-14 15:58:00","2021-03-14 15:58:00","49.99"
"2021-03-14 15:01:00","2021-03-14 15:01:00","2021-03-14 16:01:00","2021-03-14 16:01:00","50.006"
"2021-03-14 15:04:00","2021-03-14 15:04:00","2021-03-14 16:04:00","2021-03-14 16:04:00","50.002"
"2021-03-14 15:07:00","2021-03-14 15:07:00","2021-03-14 16:07:00","2021-03-14 16:07:00","49.94"
"2021-03-14 15:10:00","2021-03-14 15:10:00","2021-03-14 16:10:00","2021-03-14 16:10:00","49.951"
"2021-03-14 15:13:00","2021-03-14 15:13:00","2021-03-14 16:13:00","2021-03-14 16:13:00","49.966"
"2021-03-14 15:16:00","2021-03-14 15:16:00","2021-03-14 16:16:00","2021-03-14 16:16:00","49.97"
"2021-03-14 15:19:00","2021-03-14 15:19:00","2021-03-14 16:19:00","2021-03-14 16:19:00","49.98"
"2021-03-14 15:22:00","2021-03-14 15:22:00","2021-03-14 16:22:00","2021-03-14 16:22:00","49.988"
"2021-03-14 15:25:00","2021-03-14 15:25:00","2021-03-14 16:25:00","2021-03-14 16:25:00","49.998"
"2021-03-14 15:28:00","2021-03-14 15:28:00","2021-03-14 16:28:00","2021-03-14 16:28:00","49.975"
"2021-03-14 15:31:00","2021-03-14 15:31:00","2021-03-14 16:31:00","2021-03-14 16:31:00","49.983"
"2021-03-14 15:34:00","2021-03-14 15:34:00","2021-03-14 16:34:00","2021-03-14 16:34:00","49.971"
"2021-03-14 15:37:00","2021-03-14 15:37:00","2021-03-14 16:37:00","2021-03-14 16:37:00","49.942"
"2021-03-14 15:40:00","2021-03-14 15:40:00","2021-03-14 16:40:00","2021-03-14 16:40:00","49.961"
"2021-03-14 15:43:00","2021-03-14 15:43:00","2021-03-14 16:43:00","2021-03-14 16:43:00","49.951"
"2021-03-14 15:46:00","2021-03-14 15:46:00","2021-03-14 16:46:00","2021-03-14 16:46:00","49.956"
"2021-03-14 15:49:00","2021-03-14 15:49:00","2021-03-14 16:49:00","2021-03-14 16:49:00","49.936"
"2021-03-14 15:52:00","2021-03-14 15:52:00","2021-03-14 16:52:00","2021-03-14 16:52:00","49.972"
"2021-03-14 15:55:00","2021-03-14 15:55:00","2021-03-14 16:55:00","2021-03-14 16:55:00","49.936"
"2021-03-14 15:58:00","2021-03-14 15:58:00","2021-03-14 16:58:00","2021-03-14 16:58:00","49.932"
"2021-03-14 16:01:00","2021-03-14 16:01:00","2021-03-14 17:01:00","2021-03-14 17:01:00","50.008"
"2021-03-14 16:04:00","2021-03-14 16:04:00","2021-03-14 17:04:00","2021-03-14 17:04:00","50.019"
"2021-03-14 16:07:00","2021-03-14 16:07:00","2021-03-14 17:07:00","2021-03-14 17:07:00","49.969"
"2021-03-14 16:10:00","2021-03-14 16:10:00","2021-03-14 17:10:00","2021-03-14 17:10:00","49.968"
"2021-03-14 16:13:00","2021-03-14 16:13:00","2021-03-14 17:13:00","2021-03-14 17:13:00","49.998"
"2021-03-14 16:16:00","2021-03-14 16:16:00","2021-03-14 17:16:00","2021-03-14 17:16:00","49.982"
"2021-03-14 16:19:00","2021-03-14 16:19:00","2021-03-14 17:19:00","2021-03-14 17:19:00","49.985"
"2021-03-14 16:22:00","2021-03-14 16:22:00","2021-03-14 17:22:00","2021-03-14 17:22:00","50.001"
"2021-03-14 16:25:00","2021-03-14 16:25:00","2021-03-14 17:25:00","2021-03-14 17:25:00","49.99"
"2021-03-14 16:28:00","2021-03-14 16:28:00","2021-03-14 17:28:00","2021-03-14 17:28:00","49.993"
"2021-03-14 16:31:00","2021-03-14 16:31:00","2021-03-14 17:31:00","2021-03-14 17:31:00","49.997"
"2021-03-14 16:34:00","2021-03-14 16:34:00","2021-03-14 17:34:00","2021-03-14 17:34:00","49.983"
"2021-03-14 16:37:00","2021-03-14 16:37:00","2021-03-14 17:37:00","2021-03-14 17:37:00","50.003"
"2021-03-14 16:40:00","2021-03-14 16:40:00","2021-03-14 17:40:00","2021-03-14 17:40:00","49.977"
"2021-03-14 16:43:00","2021-03-14 16:43:00","2021-03-14 17:43:00","2021-03-14 17:43:00","49.987"
"2021-03-14 16:46:00","2021-03-14 16:46:00","2021-03-14 17:46:00","2021-03-14 17:46:00","50.029"
"2021-03-14 16:49:00","2021-03-14 16:49:00","2021-03-14 17:49:00","2021-03-14 17:49:00","50.02"
"2021-03-14 16:52:00","2021-03-14 16:52:00","2021-03-14 17:52:00","2021-03-14 17:52:00","50.044"
"2021-03-14 16:55:00","2021-03-14 16:55:00","2021-03-14 17:55:00","2021-03-14 17:55:00","49.992"
"2021-03-14 16:58:00","2021-03-14 16:58:00","2021-03-14 17:58:00","2021-03-14 17:58:00","49.992"
"2021-03-14 17:01:00","2021-03-14 17:01:00","2021-03-14 18:01:00","2021-03-14 18:01:00","50.062"
"2021-03-14 17:04:00","2021-03-14 17:04:00","2021-03-14 18:04:00","2021-03-14 18:04:00","50.029"
"2021-03-14 17:07:00","2021-03-14 17:07:00","2021-03-14 18:07:00","2021-03-14 18:07:00","49.981"
"2021-03-14 17:10:00","2021-03-14 17:10:00","2021-03-14 18:10:00","2021-03-14 18:10:00","49.949"
"2021-03-14 17:13:00","2021-03-14 17:13:00","2021-03-14 18:13:00","2021-03-14 18:13:00","49.969"
"2021-03-14 17:16:00","2021-03-14 17:16:00","2021-03-14 18:16:00","2021-03-14 18:16:00","49.984"
"2021-03-14 17:19:00","2021-03-14 17:19:00","2021-03-14 18:19:00","2021-03-14 18:19:00","50.004"
"2021-03-14 17:22:00","2021-03-14 17:22:00","2021-03-14 18:22:00","2021-03-14 18:22:00","49.997"
"2021-03-14 17:25:00","2021-03-14 17:25:00","2021-03-14 18:25:00","2021-03-14 18:25:00","49.989"
"2021-03-14 17:28:00","2021-03-14 17:28:00","2021-03-14 18:28:00","2021-03-14 18:28:00","49.997"
"2021-03-14 17:31:00","2021-03-14 17:31:00","2021-03-14 18:31:00","2021-03-14 18:31:00","50.011"
"2021-03-14 17:34:00","2021-03-14 17:34:00","2021-03-14 18:34:00","2021-03-14 18:34:00","50.021"
"2021-03-14 17:37:00","2021-03-14 17:37:00","2021-03-14 18:37:00","2021-03-14 18:37:00","50.017"
"2021-03-14 17:40:00","2021-03-14 17:40:00","2021-03-14 18:40:00","2021-03-14 18:40:00","50.041"
"2021-03-14 17:43:00","2021-03-14 17:43:00","2021-03-14 18:43:00","2021-03-14 18:43:00","50.044"
"2021-03-14 17:46:00","2021-03-14 17:46:00","2021-03-14 18:46:00","2021-03-14 18:46:00","50.046"
"2021-03-14 17:49:00","2021-03-14 17:49:00","2021-03-14 18:49:00","2021-03-14 18:49:00","50.068"
"2021-03-14 17:52:00","2021-03-14 17:52:00","2021-03-14 18:52:00","2021-03-14 18:52:00","50.06"
"2021-03-14 17:55:00","2021-03-14 17:55:00","2021-03-14 18:55:00","2021-03-14 18:55:00","50.039"
"2021-03-14 17:58:00","2021-03-14 17:58:00","2021-03-14 18:58:00","2021-03-14 18:58:00","50.041"
"2021-03-14 18:01:00","2021-03-14 18:01:00","2021-03-14 19:01:00","2021-03-14 19:01:00","50.019"
"2021-03-14 18:04:00","2021-03-14 18:04:00","2021-03-14 19:04:00","2021-03-14 19:04:00","50.009"
"2021-03-14 18:07:00","2021-03-14 18:07:00","2021-03-14 19:07:00","2021-03-14 19:07:00","50.002"
"2021-03-14 18:10:00","2021-03-14 18:10:00","2021-03-14 19:10:00","2021-03-14 19:10:00","49.987"
"2021-03-14 18:13:00","2021-03-14 18:13:00","2021-03-14 19:13:00","2021-03-14 19:13:00","50.005"
"2021-03-14 18:16:00","2021-03-14 18:16:00","2021-03-14 19:16:00","2021-03-14 19:16:00","49.99"
"2021-03-14 18:19:00","2021-03-14 18:19:00","2021-03-14 19:19:00","2021-03-14 19:19:00","50.013"
"2021-03-14 18:22:00","2021-03-14 18:22:00","2021-03-14 19:22:00","2021-03-14 19:22:00","50.006"
"2021-03-14 18:25:00","2021-03-14 18:25:00","2021-03-14 19:25:00","2021-03-14 19:25:00","50.008"
"2021-03-14 18:28:00","2021-03-14 18:28:00","2021-03-14 19:28:00","2021-03-14 19:28:00","50.022"
"2021-03-14 18:31:00","2021-03-14 18:31:00","2021-03-14 19:31:00","2021-03-14 19:31:00","50.019"
"2021-03-14 18:34:00","2021-03-14 18:34:00","2021-03-14 19:34:00","2021-03-14 19:34:00","50.008"
"2021-03-14 18:37:00","2021-03-14 18:37:00","2021-03-14 19:37:00","2021-03-14 19:37:00","50.014"
"2021-03-14 18:40:00","2021-03-14 18:40:00","2021-03-14 19:40:00","2021-03-14 19:40:00","50.033"
"2021-03-14 18:43:00","2021-03-14 18:43:00","2021-03-14 19:43:00","2021-03-14 19:43:00","50.032"
"2021-03-14 18:46:00","2021-03-14 18:46:00","2021-03-14 19:46:00","2021-03-14 19:46:00","50.049"
"2021-03-14 18:49:00","2021-03-14 18:49:00","2021-03-14 19:49:00","2021-03-14 19:49:00","50.08"
"2021-03-14 18:52:00","2021-03-14 18:52:00","2021-03-14 19:52:00","2021-03-14 19:52:00","50.074"
"2021-03-14 18:55:00","2021-03-14 18:55:00","2021-03-14 19:55:00","2021-03-14 19:55:00","50.091"
"2021-03-14 18:58:00","2021-03-14 18:58:00","2021-03-14 19:58:00","2021-03-14 19:58:00","50.065"
"2021-03-14 19:01:00","2021-03-14 19:01:00","2021-03-14 20:01:00","2021-03-14 20:01:00","50.017"
"2021-03-14 19:04:00","2021-03-14 19:04:00","2021-03-14 20:04:00","2021-03-14 20:04:00","50.006"
"2021-03-14 19:07:00","2021-03-14 19:07:00","2021-03-14 20:07:00","2021-03-14 20:07:00","50.009"
"2021-03-14 19:10:00","2021-03-14 19:10:00","2021-03-14 20:10:00","2021-03-14 20:10:00","49.995"
"2021-03-14 19:13:00","2021-03-14 19:13:00","2021-03-14 20:13:00","2021-03-14 20:13:00","49.995"
"2021-03-14 19:16:00","2021-03-14 19:16:00","2021-03-14 20:16:00","2021-03-14 20:16:00","50.009"
"2021-03-14 19:19:00","2021-03-14 19:19:00","2021-03-14 20:19:00","2021-03-14 20:19:00","50.002"
"2021-03-14 19:22:00","2021-03-14 19:22:00","2021-03-14 20:22:00","2021-03-14 20:22:00","50.027"
"2021-03-14 19:25:00","2021-03-14 19:25:00","2021-03-14 20:25:00","2021-03-14 20:25:00","50.022"
"2021-03-14 19:28:00","2021-03-14 19:28:00","2021-03-14 20:28:00","2021-03-14 20:28:00","50.024"
"2021-03-14 19:31:00","2021-03-14 19:31:00","2021-03-14 20:31:00","2021-03-14 20:31:00","50.032"
"2021-03-14 19:34:00","2021-03-14 19:34:00","2021-03-14 20:34:00","2021-03-14 20:34:00","50.06"
