"DateTime";"Middeltemperatur";"Maksimumtemperatur";"Minimumtemperatur"
"2021-02-09 07:00:00";-4.9;-4.7;-5.1
"2021-02-09 08:00:00";-5;-4.9;-5.1
"2021-02-09 09:00:00";-4.7;-4.4;-5
"2021-02-09 10:00:00";-4.4;-4.1;-4.7
"2021-02-09 11:00:00";-3.9;-3.5;-4.2
"2021-02-09 12:00:00";-3.1;-2.7;-3.6
"2021-02-09 13:00:00";-2.7;-2.3;-3
"2021-02-09 14:00:00";-3.2;-2.4;-3.4
"2021-02-09 15:00:00";-3.4;-3.1;-3.8
"2021-02-09 16:00:00";-3.8;-3.6;-4.1
"2021-02-09 17:00:00";-4;-3.9;-4.1
"2021-02-09 18:00:00";-4.2;-4.1;-4.5
"2021-02-09 19:00:00";-4.4;-4.3;-4.6
"2021-02-09 20:00:00";-4.7;-4.4;-4.9
"2021-02-09 21:00:00";-4.9;-4.5;-5.1
"2021-02-09 22:00:00";-5;-4.9;-5.2
"2021-02-09 23:00:00";-5.3;-5.2;-5.5
"2021-02-10 00:00:00";-5.7;-5.4;-5.9
"2021-02-10 01:00:00";-5.8;-5.6;-5.9
"2021-02-10 02:00:00";-5.8;-5.6;-5.9
"2021-02-10 03:00:00";-5.8;-5.6;-5.9
"2021-02-10 04:00:00";-5.8;-5.7;-5.9
"2021-02-10 05:00:00";-5.7;-5.6;-5.9
"2021-02-10 06:00:00";-5.7;-5.6;-5.8
"2021-02-10 07:00:00";-5.9;-5.6;-6.1
"2021-02-10 08:00:00";-6;-5.8;-6.2
"2021-02-10 09:00:00";-5.6;-4.8;-6.1
"2021-02-10 10:00:00";-4.4;-4;-4.8
"2021-02-10 11:00:00";-3.7;-2.9;-4.3
"2021-02-10 12:00:00";-3.3;-2.8;-3.8
"2021-02-10 13:00:00";-2.7;-2.4;-2.9
"2021-02-10 14:00:00";-2.5;-2.3;-2.6
"2021-02-10 15:00:00";-2.6;-2.3;-2.7
"2021-02-10 16:00:00";-3.1;-2.6;-3.7
"2021-02-10 17:00:00";-4.1;-3.6;-4.6
"2021-02-10 18:00:00";-4.7;-4.4;-5.1
"2021-02-10 19:00:00";-5.1;-4.9;-5.3
"2021-02-10 20:00:00";-5.2;-5;-5.5
"2021-02-10 21:00:00";-5.8;-5.5;-6.1
